from,https://tools.miku.ac/cpu_rank/,https://tools-api-cn.hazymoon.vip/cpu_rank,,
,name,score,percentage,
3540,AMD E-350,412,0,
3541,AMD Athlon 1640B,412,0,
3542,AMD Athlon LE-1600,412,0,
3543,AMD Athlon 2100+,412,0,
3544,Intel Core2 Duo T5200 @ 1.60GHz,409,0,
3545,VIA Nano U3300@1200MHz,409,0,
3546,Intel Core Duo T2500 @ 2.00GHz,408,0,
3547,Intel Atom N2800 @ 1.86GHz,408,0,
3548,ARM Cortex-A53 4 Core 1296 MHz,408,0,
3549,AMD E1-2100 APU,406,0,
3550,Intel Atom D2550 @ 1.86GHz,405,0,
3551,MT8735P,405,0,
3552,Intel Core Duo T2450 @ 2.00GHz,404,0,
3553,Intel Core Duo L2500 @ 1.83GHz,404,0,
3554,AMD Athlon 64 FX-55,404,0,
3555,Intel Celeron D 3.60GHz,404,0,
3556,Intel Celeron D 365 @ 3.60GHz,404,0,
3557,Intel Xeon 3.60GHz,403,0,
3558,AMD K7,403,0,
3559,AMD-K7,403,0,
3560,MediaTek MT6739WW,403,0,
3561,Intel Celeron D 220 @ 1.20GHz,402,0,
3562,AMD E-350 APU,401,0,
3563,AMD Athlon XP2200+,401,0,
3564,Intel Core i7-2630UM @ 1.60GHz,400,0,
3565,AMD Turion 64 Mobile ML-42,400,0,
3566,AMD Sempron LE-1300,400,0,
3567,AMD Geode NX 2400+,400,0,
3568,QCT APQ8064 MAKO,399,0,
3569,Mobile AMD Athlon 64 2700+,398,0,
3570,AMD E1-1500 APU,397,0,
3571,Intel Atom D510 @ 1.66GHz,397,0,
3572,Intel Celeron 900 @ 2.20GHz,396,0,
3573,AMD Opteron 140,396,0,
3574,AMD Athlon 64 3700+,394,0,
3575,VIA Esther 2000MHz,394,0,
3576,VIA Nano X2 U4025 @ 1.2 GHz,393,0,
3577,AMD Opteron 150,393,0,
3578,Intel Xeon 3.80GHz,393,0,
3579,AMD Opteron 148,392,0,
3580,AMD Sempron 2100+,392,0,
3581,Intel Celeron 807 @ 1.50GHz,392,0,
3582,AMD Athlon 2000+,390,0,
3583,AMD Athlon II Neo K325 Dual-Core,387,0,
3584,Intel Core Duo L2300 @ 1.50GHz,387,0,
3585,Intel Pentium 4 3.73GHz,385,0,
3586,Intel Atom E3825 @ 1.33GHz,385,0,
3587,AMD Turion 64 X2 Mobile TL-52,384,0,
3588,AMD Turion 64 Mobile ML-44,384,0,
3589,Intel Pentium T2130 @ 1.86GHz,382,0,
3590,QCT APQ8064 AWIFI,382,0,
3591,Intel Atom Z550 @ 2.00GHz,381,0,
3592,AMD Athlon 64 FX-34,380,0,
3593,AMD Athlon X2 Dual Core L310,379,0,
3594,AMD E1-1200 APU,378,0,
3595,Mobile AMD Athlon MP-M 2000+,378,0,
3596,Samsung Exynos 7570,378,0,
3597,AMD Athlon 64 3300+,375,0,
3598,AMD Athlon 64 3400+,375,0,
3599,Intel Xeon 3.40GHz,375,0,
3600,Intel Atom D525 @ 1.80GHz,374,0,
3601,Intel Pentium D 805 @ 2.66GHz,374,0,
3602,AMD Athlon 2500+,374,0,
3603,Mobile AMD Athlon XP-M (LV) 2200+,373,0,
3604,AMD V140,372,0,
3605,Intel Celeron D 360 @ 3.46GHz,372,0,
3606,Intel Atom 330 @ 1.60GHz,371,0,
3607,Intel Celeron 827E @ 1.40GHz,371,0,
3608,Intel Celeron 440 @ 2.00GHz,368,0,
3609,VIA C7-D 2000MHz,368,0,
3610,Qualcomm Technologies,score,percentage,0
3611,AMD Athlon XP Pro3+,367,0,
3612,Intel Core2 Duo U7500 @ 1.06GHz,366,0,
3613,AMD Athlon 64 3500+,366,0,
3614,Intel Celeron 560 @ 2.13GHz,365,0,
3615,Intel Celeron 550 @ 2.00GHz,365,0,
3616,Intel Core Duo T2350 @ 1.86GHz,364,0,
3617,AMD Sempron 3600+,364,0,
3618,AMD Athlon 2200+,363,0,
3619,AMD V120,362,0,
3620,AMD Turion 64 Mobile MK-38,362,0,
3621,ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,362,0,
3622,AMD E-300 APU,361,0,
3623,AMD Sempron 3800+,360,0,
3624,AMD Athlon II 160u,358,0,
3625,AMD Athlon X2 Dual Core 3250e,357,0,
3626,AMD Athlon II 170u,357,0,
3627,Mobile AMD Athlon 64 3700+,356,0,
3628,Qualcomm Technologies,score,percentage,0
3629,Manta,356,0,
3630,Rockchip RK3328,356,0,
3631,MediaTek MT6737M,355,0,
3632,AMD Athlon XP1900+,353,0,
3633,ARM Cortex-A53 4 Core 1152 MHz,350,0,
3634,Intel Core Duo T2400 @ 1.83GHz,349,0,
3635,AMD Sempron LE-1200,349,0,
3636,AMD Athlon 1700+,349,0,
3637,Intel Pentium T2080 @ 1.73GHz,348,0,
3638,Intel Core Duo L2400 @ 1.66GHz,348,0,
3639,Intel Atom Z540 @ 1.86GHz,348,0,
3640,Intel Core Duo T2250 @ 1.73GHz,347,0,
3641,AMD Opteron 146,346,0,
3642,Intel Atom E680 @ 1.60GHz,346,0,
3643,Intel Core2 Duo U7700 @ 1.33GHz,345,0,
3644,Intel Celeron 570 @ 2.26GHz,344,0,
3645,Mobile Intel Pentium 4 3.33GHz,344,0,
3646,AMD Athlon XP 1700,344,0,
3647,MT6739WA,343,0,
3648,ARM Cortex-A53 4 Core 1200 MHz,343,0,
3649,Mobile AMD Athlon XP-M 1900+,342,0,
3650,Intel 2.80GHz,341,0,
3651,AMD Athlon 64 3200+,340,0,
3652,AMD Athlon MP 1700+,339,0,
3653,AMD Sempron M100,338,0,
3654,AMD Athlon TF-36,338,0,
3655,MediaTek MT6739WA,338,0,
3656,Qualcomm MSM8928,338,0,
3657,ARM Cortex-A7 4 Core 1368 MHz,337,0,
3658,AMD V160,337,0,
3659,AMD Turion 64 Mobile ML-40,336,0,
3660,Intel Pentium III 1400MHz,336,0,
3661,Intel Atom N570 @ 1.66GHz,335,0,
3662,Mobile AMD Sempron 3800+,335,0,
3663,Intel Celeron N2805 @ 1.46GHz,335,0,
3664,Mobile AMD Athlon XP-M (LV) 2000+,335,0,
3665,ARM Cortex-A72 4 Core 1750 MHz,335,0,
3666,Qualcomm Technologies,score,percentage,0
3667,MediaTek MT8167B,334,0,
3668,AMD Turion 64 Mobile MK-36,334,0,
3669,AMD Turion 64 Mobile ML-37,334,0,
3670,Mobile AMD Athlon 64 3400+,333,0,
3671,AMD Athlon 2850e,333,0,
3672,Qualcomm MSM8228,332,0,
3673,Intel Celeron D 3.46GHz,331,0,
3674,Intel Core Duo T2300 @ 1.66GHz,330,0,
3675,Intel Pentium T2060 @ 1.60GHz,330,0,
3676,Qualcomm Technologies,score,percentage,0
3677,MT8765WB,329,0,
3678,Intel Celeron M 1.40GHz,328,0,
3679,Mobile AMD Athlon 1800+,327,0,
3680,Intel Celeron D 3.33GHz,327,0,
3681,Mobile AMD Athlon 64 3200+,326,0,
3682,MT6735P,326,0,
3683,Intel Celeron M 1400MHz,325,0,
3684,Intel Atom N2600 @ 1.60GHz,323,0,
3685,Mobile AMD Athlon XP-M 1700+,323,0,
3686,AMD Athlon XP2000+,322,0,
3687,AMD Athlon 64 4000+,321,0,
3688,Mobile AMD Sempron 3400+,321,0,
3689,Intel Pentium III family 1400MHz,321,0,
3690,Intel Pentium 4 3.60GHz,320,0,
3691,Intel Pentium 4 Family 2.53GHz,319,0,
3692,Intel Core2 Duo U7600 @ 1.20GHz,316,0,
3693,Intel Atom N550 @ 1.50GHz,316,0,
3694,AMD Opteron 144,316,0,
3695,AMD Turion 64 Mobile MT-37,315,0,
3696,AMD Sempron 3300+,315,0,
3697,VIA Eden X2 U4200 @ 1.0+ GHz,315,0,
3698,AMD Sempron LE-1100,315,0,
3699,Intel Core N270 @ 1.60GHz,315,0,
3700,Mobile AMD Athlon 4,314,0,
3701,Intel Core Duo T2050 @ 1.60GHz,313,0,
3702,Mobile AMD Athlon 64 4000+,313,0,
3703,Intel Pentium 4 3.80GHz,313,0,
3704,Intel Celeron D 420 @ 1.60GHz,313,0,
3705,Intel Celeron D 3.20GHz,313,0,
3706,Mobile Intel Pentium 4 - M 2.60GHz,313,0,
3707,Samsung GrandPrimePlus LTE CIS rev04 board based o,312,0,
3708,Intel Pentium 4 3.00GHz,311,0,
3709,Intel Pentium III - S 1400MHz,311,0,
3710,Intel Core2 Solo U2200 @ 1.20GHz,311,0,
3711,AMD Athlon,310,0,
3712,AMD C-60 APU,309,0,
3713,Intel Pentium III - S 1266MHz,309,0,
3714,Intel Pentium III 1266S @ 1266MHz,309,0,
3715,AMD Z-01,308,0,
3716,MT6735M,308,0,
3717,Intel Celeron M 530 @ 1.73GHz,307,0,
3718,Intel N270 @ 1.60GHz,306,0,
3719,Intel Atom E3826 @ 1.46GHz,304,0,
3720,AMD Athlon 64 3000+,303,0,
3721,AMD Athlon II Neo K125,302,0,
3722,Mobile AMD Sempron 3600+,302,0,
3723,Intel Pentium 4 3.20GHz,302,0,
3724,Intel Celeron 1400MHz,302,0,
3725,AMD Sempron LE-1250,301,0,
3726,Intel U1400 @ 1.20GHz,301,0,
3727,AMD C-70 APU,300,0,
3728,AMD Athlon XP1800+,300,0,
3729,AMD Athlon MP 1800+,299,0,
3730,Intel Atom Z2760 @ 1.80GHz,298,0,
3731,AMD Sempron M120,298,0,
3732,AMD Athlon II Neo K145,298,0,
3733,AMD Sempron 3100+,298,0,
3734,Mobile AMD Athlon XP-M (LV) 1600+,296,0,
3735,Intel Pentium III family 1133MHz,296,0,
3736,Unisoc SC7731e,296,0,
3737,Intel Pentium 4 3.46GHz,295,0,
3738,AMD Athlon 64 2800+,295,0,
3739,Mobile AMD Sempron 3300+,294,0,
3740,Mobile Intel Celeron 1200MHz,294,0,
3741,MediaTek MT8735B,294,0,
3742,Qualcomm MSM8626,294,0,
3743,Intel Celeron 430 @ 1.80GHz,293,0,
3744,Intel Pentium 4 3.40GHz,293,0,
3745,AMD Athlon 64 3800+,292,0,
3746,Intel Pentium M 2.10GHz,292,0,
3747,AMD Sempron 3400+,292,0,
3748,Qualcomm Technologies,score,percentage,0
3749,Qualcomm APQ8026,291,0,
3750,MT6739WM,291,0,
3751,AMD Athlon 2800+,291,0,
3752,AMD Geode NX 1750,291,0,
3753,AMD C-60,290,0,
3754,Mobile AMD Sempron 3500+,290,0,
3755,Intel Pentium 4 Family 2.40GHz,290,0,
3756,Intel Celeron 1333MHz,290,0,
3757,Mobile Intel Pentium III - M 1133MHz,289,0,
3758,Mobile Intel Pentium III - M 1333MHz,289,0,
3759,AMD Sempron 3200+,288,0,
3760,Intel Celeron 1300MHz,288,0,
3761,AMD Athlon 7850 Dual-Core 2.8G,288,0,
3762,686 Gen,288,0,
3763,Mobile AMD Athlon XP-M (LV) 1500+,288,0,
3764,Qualcomm MSM8926,288,0,
3765,Intel Celeron 530 @ 1.73GHz,287,0,
3766,VIA C7-D 1500MHz,287,0,
3767,AMD Athlon XP2100+,287,0,
3768,Intel Celeron D 3.06GHz,287,0,
3769,AMD Turion 64 Mobile MT-32,286,0,
3770,Qualcomm Technologies,score,percentage,0
3771,ARM Cortex-A53 4 Core 0 MHz,285,0,
3772,AMD Turion 64 Mobile ML-32,285,0,
3773,VIA C7 1500MHz,284,0,
3774,Intel Pentium III 1133MHz,284,0,
3775,Intel Pentium III 1133 @ 1133MHz,284,0,
3776,Intel Celeron 540 @ 1.86GHz,283,0,
3777,Intel Celeron D 352 @ 3.20GHz,283,0,
3778,AMD Athlon XP 3100+,282,0,
3779,AMD Athlon Neo MV-40,282,0,
3780,Intel Celeron 1133MHz,282,0,
3781,AMD Athlon XP 1500,282,0,
3782,AMD Athlon XP 3200+,281,0,
3783,Mobile Intel Celeron 2.50GHz,281,0,
3784,Intel Pentium M 1.80GHz,280,0,
3785,VIA Nano L2100@1800MHz,279,0,
3786,AMD Turion 64 Mobile MT-34,279,0,
3787,AMD Athlon 4,279,0,
3788,Mobile Intel Pentium 4 2.30GHz,278,0,
3789,Intel Pentium III 1200MHz,278,0,
3790,Intel Pentium III 1200 @ 1200MHz,278,0,
3791,AMD Turion 64 Mobile ML-34,277,0,
3792,Mobile AMD Sempron 3100+,277,0,
3793,AMD Turion 64 Mobile ML-30,277,0,
3794,AMD Athlon XP 2900+,276,0,
3795,Intel Atom D2500 @ 1.86GHz,275,0,
3796,Intel U1300 @ 1.06GHz,275,0,
3797,Intel Celeron M 1200MHz,275,0,
3798,Spreadtrum SC7731e,275,0,
3799,AMD Athlon 2650e,274,0,
3800,Intel Pentium M 2.13GHz,271,0,
3801,Intel Atom E660 @ 1.30GHz,271,0,
3802,Intel Pentium M 2.00GHz,270,0,
3803,VIA Nano U2250 (1.6GHz Capable),270,0,
3804,Intel Pentium III family 1266MHz,270,0,
3805,ARM Cortex-A7 4 Core 1200 MHz,270,0,
3806,Mobile AMD Sempron 3000+,269,0,
3807,AMD Athlon TF-20,268,0,
3808,AMD Sempron 3000+,268,0,
3809,Intel Celeron M 723 @ 1.20GHz,267,0,
3810,AMD Sempron 210U,267,0,
3811,Intel Celeron 3.20GHz,267,0,
3812,AMD Sempron 200U,267,0,
3813,UNIVERSAL3475,267,0,
3814,Mobile AMD Athlon 1400+,266,0,
3815,Qualcomm MSM8226,265,0,
3816,Qualcomm Technologies,score,percentage,0
3817,Mobile Intel Pentium 4 2.40GHz,264,0,
3818,AMD Geode NX,264,0,
3819,AMD G-T40E,263,0,
3820,Intel Celeron 743 @ 1.30GHz,263,0,
3821,Intel Celeron 3.33GHz,263,0,
3822,VIA Eden C1050@1.06GHz,263,0,
3823,AMD Z-60 APU,262,0,
3824,AMD Athlon XP 3000+,262,0,
3825,AMD Sempron SI-42,261,0,
3826,Mobile AMD Athlon XP-M 1500+,261,0,
3827,AMD C-50,260,0,
3828,Intel Celeron 420 @ 1.60GHz,260,0,
3829,Intel Xeon 2.80GHz,260,0,
3830,AMD Athlon XP 2800+,260,0,
3831,Rockchip RK3326,260,0,
3832,Intel Celeron 1066MHz,259,0,
3833,Intel Pentium M 1100MHz,259,0,
3834,AMD Sempron SI-40,257,0,
3835,Mobile AMD Sempron 2600+,256,0,
3836,AMD Athlon XP 2700+,256,0,
3837,Mobile Intel Pentium 4 - M 2.50GHz,256,0,
3838,Intel Core Z520 @ 1.33GHz,256,0,
3839,Intel Core Duo U2400 @ 1.06GHz,255,0,
3840,VIA Nano L2007@1600MHz,254,0,
3841,AMD Turion 64 Mobile ML-28,254,0,
3842,Intel Core Solo T1400 @ 1.83GHz,253,0,
3843,AMD Sempron 2600+,253,0,
3844,Intel Core2 Solo U3500 @ 1.40GHz,252,0,
3845,Intel Celeron M 1.70GHz,252,0,
3846,msm8960dt,252,0,
3847,AMD Sempron LE-1150,251,0,
3848,Intel Celeron D 356 @ 3.33GHz,251,0,
3849,Mobile Intel Pentium III - M 1000MHz,250,0,
3850,VIA Esther 1300MHz,250,0,
3851,Intel Pentium 4 3.06GHz,249,0,
3852,AMD GX-210JA SOC,248,0,
3853,AMD Turion 64 Mobile MT-30,246,0,
3854,Mobile AMD Sempron 3200+,245,0,
3855,Intel Pentium III Mobile 1000MHz,245,0,
3856,Intel Celeron 2.10GHz,244,0,
3857,AMD Athlon XP2400+,243,0,
3858,AMD Sempron 2800+,243,0,
3859,AMD Athlon 64 2600+,243,0,
3860,MT6592T,243,0,
3861,AMD Athlon XP 2600+,242,0,
3862,Mobile AMD Athlon XP-M 2600+,241,0,
3863,Mobile AMD Athlon 2500+,241,0,
3864,Intel Pentium M 1.50GHz,240,0,
3865,Intel Pentium M 1.70GHz,239,0,
3866,Intel Pentium SU2700 @ 1.30GHz,239,0,
3867,Intel Pentium M 1.86GHz,238,0,
3868,Mobile AMD Athlon XP-M 2800+,238,0,
3869,Mobile AMD Athlon XP-M 3000+,238,0,
3870,Intel Pentium III - S 933MHz,238,0,
3871,Intel Pentium III 933S @ 933MHz,238,0,
3872,SAMSUNG SERRANO,238,0,
3873,Intel Pentium M 1700MHz,237,0,
3874,Mobile AMD Sempron 2800+,237,0,
3875,Mobile AMD Athlon XP-M 2200+,237,0,
3876,Intel Pentium 4 2.80GHz,236,0,
3877,AMD Athlon XP 2400+,234,0,
3878,Intel Celeron 3.06GHz,234,0,
3879,AMD Athlon XP1700+,234,0,
3880,Mobile AMD Athlon 4 2400+,233,0,
3881,Intel Core2 Solo U2100 @ 1.06GHz,233,0,
3882,ARM Cortex-A7 4 Core 900 MHz,233,0,
3883,AMD Sempron 3500+,232,0,
3884,Mobile Intel Pentium 4 3.20GHz,232,0,
3885,Mobile Intel Pentium 4 - M 1.90GHz,232,0,
3886,Intel Celeron D 347 @ 3.06GHz,232,0,
3887,AMD Athlon XP 2500+,231,0,
3888,Intel Celeron M 450 @ 2.00GHz,230,0,
3889,Intel Celeron 2.93GHz,230,0,
3890,AMD Athlon MP,230,0,
3891,Intel Pentium M 1.60GHz,229,0,
3892,Intel Pentium M 2.26GHz,227,0,
3893,Mobile AMD Athlon XP-M 2500+,226,0,
3894,Intel Pentium M 1.40GHz,225,0,
3895,Mobile AMD Athlon XP-M 2400+,225,0,
3896,Intel Celeron M 1.60GHz,224,0,
3897,Intel Atom N470 @ 1.83GHz,224,0,
3898,Intel Atom D425 @ 1.80GHz,222,0,
3899,Intel Celeron M 360 1.40GHz,221,0,
3900,Intel Core Duo U2500 @ 1.20GHz,220,0,
3901,Mobile Intel Pentium 4 3.06GHz,220,0,
3902,Intel Atom Z515 @ 1.20GHz,218,0,
3903,Intel Pentium III Mobile 933MHz,218,0,
3904,Intel Celeron M 1500MHz,217,0,
3905,Intel Celeron M 1.50GHz,216,0,
3906,Intel Celeron M 520 @ 1.60GHz,215,0,
3907,Intel Pentium 4 2.60GHz,215,0,
3908,AMD Athlon XP 2200+,214,0,
3909,Intel Celeron 723 @ 1.20GHz,213,0,
3910,Mobile Intel Pentium III - M 866MHz,211,0,
3911,Intel Core Solo T1300 @ 1.66GHz,210,0,
3912,Intel Celeron 807UE @ 1.00GHz,210,0,
3913,AMD Athlon XP 2100+,210,0,
3914,Intel Atom 230 @ 1.60GHz,210,0,
3915,Intel Celeron 220 @ 1.20GHz,209,0,
3916,Intel Pentium M 1400MHz,208,0,
3917,Intel Pentium 4 Mobile 1.70GHz,208,0,
3918,AMD Sempron 2500+,207,0,
3919,AMD Sempron 2300+,207,0,
3920,Intel Pentium M 1.73GHz,205,0,
3921,Mobile Intel Pentium 4 2.80GHz,205,0,
3922,AMD Sempron 2400+,205,0,
3923,Intel Celeron M 1.30GHz,205,0,
3924,AMD Athlon XP 1900+,203,0,
3925,ARM Cortex-A53 4 Core 1536 MHz,202,0,
3926,Intel Celeron 2.53GHz,201,0,
3927,VIA Nano U2500@1200MHz,199,0,
3928,Intel Pentium M 1.20GHz,199,0,
3929,ARM Cortex-A72 4 Core 1850 MHz,199,0,
3930,Intel Celeron M 1300MHz,197,0,
3931,Intel Pentium M 1300MHz,197,0,
3932,AMD Athlon L110,197,0,
3933,Intel Pentium 4 Mobile 1.50GHz,197,0,
3934,Intel Pentium M 1.30GHz,196,0,
3935,Mobile AMD Athlon XP-M 2000+,196,0,
3936,AMD Athlon XP 1800+,195,0,
3937,AMD Athlon XP 2000+,195,0,
3938,Mobile Intel Pentium 4 - M 1.60GHz,195,0,
3939,Intel Core Solo T1350 @ 1.86GHz,194,0,
3940,Intel Atom Z510 @ 1.10GHz,194,0,
3941,Intel Pentium III 1400S @ 1400MHz,194,0,
3942,Intel Pentium M 1600MHz,193,0,
3943,Mobile AMD Athlon XP-M 1800+,193,0,
3944,Intel Xeon 1500MHz,193,0,
3945,Intel Pentium 4 1600MHz,193,0,
3946,Intel Pentium III 1400 @ 1400MHz,193,0,
3947,Mobile AMD Athlon MP-M 2400+,192,0,
3948,AMD Athlon 1500+,191,0,
3949,Rockchip RK3229,191,0,
3950,Intel Celeron 2.80GHz,190,0,
3951,Intel Pentium M 1500MHz,188,0,
3952,Intel Atom N2100 @ 1.60GHz,188,0,
3953,Mobile Intel Celeron 1.60GHz,188,0,
3954,Mobile Intel Celeron 1.50GHz,188,0,
3955,VIA Nano U3500@1000MHz,184,0,
3956,AMD Sempron 2200+,184,0,
3957,Intel Pentium M 1.10GHz,184,0,
3958,AMD V105,184,0,
3959,Intel Pentium 4 4.00GHz,184,0,
3960,Mobile AMD Athlon XP-M 1400+,184,0,
3961,Intel Celeron M 800MHz,184,0,
3962,Intel Celeron M ULV 800MHz,184,0,
3963,Mobile Intel Celeron 1333MHz,183,0,
3964,Intel Atom Z530 @ 1.60GHz,183,0,
3965,AMD Athlon XP1600+,183,0,
3966,AMD E-240,182,0,
3967,Mobile Intel Pentium 4 2.66GHz,182,0,
3968,Intel Celeron 2.26GHz,182,0,
3969,Intel Xeon 2.40GHz,180,0,
3970,Intel Atom N475 @ 1.83GHz,179,0,
3971,VIA Nano U2250@1300+MHz,179,0,
3972,AMD C-30,178,0,
3973,AMD G-T52R,177,0,
3974,Intel Atom N450 @ 1.66GHz,177,0,
3975,AMD Athlon XP 1700+,176,0,
3976,Intel Atom N280 @ 1.66GHz,175,0,
3977,Intel Atom N270 @ 1.60GHz,175,0,
3978,Intel Celeron 215 @ 1.33GHz,174,0,
3979,AMD Athlon XP 1600+,174,0,
3980,Mobile AMD Athlon MP-M 1800+,173,0,
3981,Mobile Intel Celeron 1.20GHz,170,0,
3982,Intel Celeron M 430 @ 1.73GHz,169,0,
3983,Mobile AMD Athlon XP-M 1600+,169,0,
3984,AMD Athlon XP 1500+,167,0,
3985,Intel Celeron 2.13GHz,166,0,
3986,VIA Nano L2207@1600MHz,165,0,
3987,Intel Core Solo U1500 @ 1.33GHz,164,0,
3988,Intel Pentium III Mobile 1133MHz,164,0,
3989,Mobile AMD Sempron 2100+,164,0,
3990,Intel XEON 2.20GHz,164,0,
3991,Intel Celeron 2.50GHz,164,0,
3992,Intel Pentium 4 1.40GHz,164,0,
3993,VIA C7-M 1000MHz,164,0,
3994,Intel Atom D410 @ 1.66GHz,162,0,
3995,Intel Atom N455 @ 1.66GHz,162,0,
3996,Intel Pentium 4 2.53GHz,162,0,
3997,Intel Pentium III Mobile 1066MHz,160,0,
3998,Intel Pentium 4 2.50GHz,160,0,
3999,Intel Atom E3815 @ 1.46GHz,159,0,
4000,Intel Celeron 1200MHz,159,0,
4001,Intel Celeron 2.70GHz,159,0,
4002,Intel Atom Z670 @ 1.50GHz,158,0,
4003,Intel Pentium 4 2.66GHz,157,0,
4004,Intel Pentium 4 2.20GHz,157,0,
4005,Intel Pentium III Mobile 1200MHz,156,0,
4006,Intel Pentium M 1000MHz,156,0,
4007,Intel Celeron M 440 @ 1.86GHz,155,0,
4008,Intel Pentium M 1200MHz,155,0,
4009,VIA Eden 800MHz,155,0,
4010,Intel Celeron 2.66GHz,154,0,
4011,Mobile Intel Celeron 2.40GHz,154,0,
4012,AMD Athlon 64 2000+,154,0,
4013,Intel Pentium 4 3.83GHz,154,0,
4014,Intel Atom N435 @ 1.33GHz,153,0,
4015,Intel Xeon 2.00GHz,152,0,
4016,Intel Pentium 4 2.26GHz,151,0,
4017,Intel Celeron M 600MHz,151,0,
4018,Intel Pentium 4 2.93GHz,150,0,
4019,VIA C7-D 1800MHz,150,0,
4020,Intel Celeron M 1.00GHz,149,0,
4021,Intel Pentium 4 Mobile 1.40GHz,149,0,
4022,Intel Celeron 2.30GHz,148,0,
4023,Mobile Intel Celeron 2.20GHz,147,0,
4024,Intel Celeron 600MHz,147,0,
4025,Mobile Intel Pentium III - M 1200MHz,146,0,
4026,VIA C7-M 6300MHz,145,0,
4027,Intel Core Z510 @ 1.10GHz,144,0,
4028,Intel Celeron 2.60GHz,143,0,
4029,Intel Celeron 2.40GHz,143,0,
4030,Mobile Intel Pentium 4 - M 2.20GHz,143,0,
4031,ARM Cortex-A7 2 Core 1080 MHz,142,0,
4032,Intel Pentium M 900MHz,141,0,
4033,Intel Celeron M 420 @ 1.60GHz,139,0,
4034,Mobile Intel Pentium 4 - M 2.40GHz,139,0,
4035,Intel Celeron 1000MHz,139,0,
4036,Intel Celeron 2.20GHz,139,0,
4037,Mobile Intel Pentium 4 - M 2.00GHz,138,0,
4038,Intel Pentium 4 Mobile 1.90GHz,136,0,
4039,VIA Esther 1500MHz,135,0,
4040,Mobile Intel Celeron 2.00GHz,133,0,
4041,Intel Pentium 4 2.00GHz,133,0,
4042,Intel Pentium 4 Mobile 2.00GHz,132,0,
4043,Intel Pentium 4 2.40GHz,131,0,
4044,Intel Core Solo U1400 @ 1.20GHz,130,0,
4045,AMD G-T44R,130,0,
4046,Mobile Intel Pentium III - M 933MHz,130,0,
4047,Intel Core Solo U1300 @ 1.06GHz,127,0,
4048,Intel Celeron M 443 @ 1.20GHz,125,0,
4049,Intel Celeron 2.00GHz,125,0,
4050,Intel Celeron M 410 @ 1.46GHz,123,0,
4051,Intel Celeron M 900MHz,123,0,
4052,Intel Atom Z520 @ 1.33GHz,122,0,
4053,Mobile Intel Pentium 4 - M 1.70GHz,121,0,
4054,Mobile Intel Celeron 1.80GHz,121,0,
4055,AMD G-T40R,120,0,
4056,Mobile Intel Pentium 4 - M 1.80GHz,119,0,
4057,Intel Pentium III Mobile 800MHz,119,0,
4058,Mobile Intel Celeron 1.70GHz,118,0,
4059,VIA C7-M 1600MHz,116,0,
4060,Intel Pentium 4 Mobile 1.60GHz,116,0,
4061,Intel Pentium 4 1.80GHz,115,0,
4062,Intel Pentium 4 Mobile 1.80GHz,114,0,
4063,Intel Pentium 4 1800MHz,114,0,
4064,Intel Celeron 1100MHz,113,0,
4065,VIA C7-M 1200MHz,112,0,
4066,AMD-K6-III,108,0,
4067,Intel Celeron B710 @ 1.60GHz,106,0,
4068,Intel Pentium 4 1.90GHz,104,0,
4069,Intel Pentium III Mobile 750MHz,103,0,
4070,VIA Nehemiah,101,0,
4071,Intel Celeron 1.70GHz,101,0,
4072,Intel Pentium 4 1700MHz,100,0,
4073,VIA C3 Ezra,100,0,
4074,Intel Pentium III Mobile 866MHz,99,0,
4075,Intel Celeron 1.80GHz,96,0,
4076,VIA Esther 1000MHz,95,0,
4077,VIA Eden 1200MHz,93,0,
4078,ARM Cortex-A7 2 Core 960 MHz,93,0,
4079,AMD-K6 3D,90,0,
4080,Intel Pentium 4 1.50GHz,86,0,
4081,Intel Pentium 4 1.70GHz,86,0,
4082,Intel Pentium 4 1.60GHz,84,0,
4083,Intel Pentium 4 1400MHz,83,0,
4084,Intel Pentium 4 1500MHz,81,0,
4085,VIA Eden 1000MHz,80,0,
4086,VIA Samuel 2,79,0,
4087,Intel Pentium 4 1300MHz,77,0,
